"Free shipping with minimum order amount","Envio gratuito com quantidade de compra mínima"
"Gateway URL","URL de gateway"
"Gateway XML URL","XML URL de gateway"
"Ground","Superfície"
"Ground Commercial","Superfície comercial"
"Ground Residential","Superfície residencial"
"Handling Applied","Manuseio aplicado"
"Handling fee","Taxa de manuseio"
"Home Delivery","Entrega à domicílio"
"International Economy","Econômico internacional"
"International Express","Expresso internacional"
"International First","Primeiro internacional"
"International Priority","Prioritário internacional"
"International Shipment Days","Dias de postagem internacional"
"Intl Economy Freight","Frete internacional econômico"
"Intl Priority Freight","Frete internacional prioritário"
"Invalid DHL XML code for type %s: %s","Código DHL XML inválido para tipo %s: %s"
"Invalid DHL XML code type: %s","Tipo de código DHL XML inválido: %s"
"Invalid FedEx XML code for type %s: %s","Código FedEx XML inválido para tipo %s: %s"
"Invalid FedEx XML code type: %s","Tipo de código FedEx XML inválido: %s"
"Invalid UPS CGI code for type %s: %s","Código UPS CGI inválido para tipo %s: %s"
"Invalid UPS CGI code type: %s","Tipo de código UPS CGI inválido: %s"
"Invalid USPS XML code for type %s: %s","Código USPS XML inválido para tipo %s: %s"
"Invalid USPS XML code type: %s","Tipo de código USPS XML inválido: %s"
"Kilograms","Quilos"
"Large","Grande"
"Letter","Carta"
"Library","Biblioteca"
"Machinable","Maquinável"
"Maximum Package Weight (Please consult your shipping carrier for maximum supported shipping weight)","Peso máximo de pacote (Por favor, consulte sua transportadora para informações sobre peso máximo de transporte permitido)"
"Media Mail","Mail de Media"
"Minimum order amount for free shipping","Valor mínimo de pedido para envio gratuito"
"Next Afternoon","Próxima tarde"
"Next Day Air","Next Day Air"
"Next Day Air Early AM","Next Day Air Early AM"
"Next Day Air Early AM Letter","Next Day Air Early AM Letter"
"Next Day Air Intra (Puerto Rico)","Next Day Air Intra (Porto Rico)"
"Next Day Air Letter","Next Day Air Letter"
"Next Day Air Saver","Next Day Air Saver"
"Next Day Air Saver Letter","Next Day Air Saver Letter"
"No","Não"
"Non-rectangular","Não-retangular"
"Order","Pedido"
"Origin of the shipment","Origem do envio"
"Oversize","Tamanho excedido"
"Package","Pacote"
"Package Description","Descrição do pacote"
"Packaging","Empacotamento"
"Parcel","Parcela"
"Parcel Post","Encomenda postal"
"Password","Senha"
"Pickup method","Método de coleta"
"Please enter the package weight","Por favor, insira o peso do pacote"
"Please make sure to use only digits here. No dashes are allowed.","Por favor, tenha certeza de usar somente dígitos. Traços não são permitidos."
"Pounds","Libras"
"Priority Mail","Correio prioritário"
"Priority Overnight","Prioridade overnight"
"Receiver","Destinatário"
"Rectangular","Retangular"
"Regular","Normal"
"Regular Pickup","Coleta normal"
"Request Courier","Solicitar transportadora"
"Residential","Residencial"
"Residential Delivery","Entrega residencial"
"Response is in the wrong format","Resposta está no formato errado"
"Round","Arredondar"
"Second Day Service","Serviço de segundo dDia"
"Sender","Remetente"
"Ship to Specific countries","Enviar para países específicos"
"Ship to applicable countries","Enviar para países possíveis"
"Shipment Contains Hazardous Materials","Carregamento contém materias perigosos"
"Shipment Dutiable","Postagem taxável"
"Shipment Duty Payment Type","Taxa de postagem de tipo de pagamento"
"Shipment is not available.","Postagem não está disponível."
"Shipment picked up","Postagem pega"
"Shipment type","Tipo de transporte"
"Shipper Number","Número da remessa"
"Shipping key","Chave de envio"
"Shipping key (International)","Chave de envio (internacional)"
"Show method if not applicable","Mostrar métodos se não aplicável"
"Size","Tamanho"
"Sort order","Ordem de ordenação"
"Standard Overnight","Padrão overnight"
"Station","Estação"
"Subtotal","Subtotal"
"Subtotal With Discount","Subtotal com desconto"
"There is no available method for selected shipping address.","Não há método disponível para endereço de envio selecionado."
"Third Party","Terceiro"
"Title","Título"
"To lower","Para baixo"
"To upper","Para cima"
"Tracking XML URL","Rastreamento XML URL"
"UPS","UPS"
"UPS Expedited","UPS Expedited"
"UPS Express","UPS Express"
"UPS Express Box","UPS Express Box"
"UPS Express Early A.M.","UPS Express Early A.M."
"UPS Express Plus","UPS Express Plus"
"UPS Ground","UPS Ground"
"UPS Letter Envelope","UPS Letter Envelope"
"UPS Next Day Air","UPS Next Day Air"
"UPS Next Day Air Early A.M.","UPS Next Day Air Early A.M."
"UPS Next Day Air Saver","UPS Next Day Air Saver"
"UPS Saver","UPS Saver"
"UPS Second Day Air","UPS Second Day Air"
"UPS Second Day Air A.M.","UPS Second Day Air A.M."
"UPS Standard","UPS Standard"
"UPS Three-Day Select","UPS Three-Day Select"
"UPS Today Dedicated Courrier","UPS Today Dedicated Courrier"
"UPS Today Express","UPS Today Express"
"UPS Today Express Saver","UPS Today Express Saver"
"UPS Today Intercity","UPS Today Intercity"
"UPS Today Standard","UPS Today Standard"
"UPS Tube","UPS Tube"
"UPS Worldwide 10 kilo","UPS Worldwide 10 kilo"
"UPS Worldwide 25 kilo","UPS Worldwide 25 kilo"
"UPS Worldwide Expedited","UPS Worldwide Expedited"
"UPS Worldwide Express","UPS Worldwide Express"
"UPS Worldwide Express Plus","UPS Worldwide Express Plus"
"UPS Worldwide Express PlusSM","UPS Worldwide Express PlusSM"
"UPS type","Tipo de UPS"
"USPS","USPS"
"Unable to retrieve tracking","Impossível obter rastreamento"
"United Parcel Service","United Parcel Service"
"United Parcel Service XML","United Parcel Service XML"
"Unknown error","Erro desconhecido"
"Used only when 'Additional Protection Value' is set to 'Configuration'. Can contain only numeric amount.","Usando somente quando 'valor da proteção adicional' está definido em 'configuração'. Pode conter somente valores nuéricos."
"User ID","ID do usuário"
"UserId","UsuárioID"
"Variable","Variável"
"Weight Unit","Unidade de peso"
"Worldwide Expedited","Worldwide Expedited"
"Worldwide Express","Worldwide Express"
"Worldwide Express Letter","Worldwide Express Letter"
"Worldwide Express Plus","Worldwide Express Plus"
"Worldwide Express Plus Letter","Worldwide Express Plus Letter"
"Worldwide Express Saver","Worldwide Express Saver"
"Yes","Sim"
"Your Packaging","Sua embalagem"
